cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal
Engenheiro de Dados,Shopee,12.550,"São José, Santa Catarina",Remoto,Sênior,4 anos de experiência,CLT,194.992,"Inclui bônus, PLR, stock options e comissões",167.292,27.700,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,16.249
Engenheiro de Dados,Banco Itaú,17.850,"São Paulo, São Paulo",Híbrido,Sênior,7 anos de experiência,CLT,271.941,"Inclui bônus, PLR, stock options e comissões",237.941,34.000,Funcionário em março de 2025,Sistemas Distribuídos (Back-End),Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,22.662
Engenheiro de Dados,Talent Group,14.000,"São Paulo, São Paulo",Presencial,Sênior,6 anos de experiência,CLT,187.120,"Inclui bônus, PLR, stock options e comissões",186.620,500,Oferta de emprego recebida em julho de 2024,Não informado,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Apoio psicológico,15.593
Engenheiro de Dados,TOTVS,18.166,"São Paulo, São Paulo",Remoto,Especialista,12 anos de experiência,CLT,263.153,"Inclui bônus, PLR, stock options e comissões",242.153,21.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,21.929
Engenheiro de Dados,Arctica,5.900,"Joinville, Santa Catarina",Presencial,Pleno,4.5 anos de experiência,CLT,93.647,"Inclui bônus, PLR, stock options e comissões",78.647,15.000,Saiu da empresa em 2025 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,7.804
Engenheiro de Dados,Banco Bradesco,7.248,"São paulo, São Paulo",Híbrido,Júnior,4 anos de experiência,CLT,96.636,"Inclui bônus, PLR, stock options e comissões",96.621,15,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Gympass ou subsídio para academia,8.053
Engenheiro de Dados,Serasa Experian,8.162,"São Carlos, São Paulo",Remoto,Pleno,3.5 anos de experiência,CLT,123.799,"Inclui bônus, PLR, stock options e comissões",108.799,15.000,Funcionário em março de 2025,Não informado,Seguro de vida | Vale-alimentação | Vale-refeição | PLR | Plano de saúde | Gympass | Home office,10.317
Engenheiro de Dados,Foursys,2.800,Paraná,Remoto,Júnior,0.8 anos de experiência,CLT,54.653,"Inclui bônus, PLR, stock options e comissões",37.324,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office | Horas extras | Seguro de vida | Gympass ou subsídio para academia,4.554
Engenheiro de Dados,Accenture,5.000,"Recife, Pernambuco",Híbrido,Júnior,1 ano de experiência,CLT,66.650,"Inclui bônus, PLR, stock options e comissões",66.650,Não informado,Oferta de emprego recebida em setembro de 2024,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,5.554
Engenheiro de Dados,Mutant,8.160,"Campina Grande, Paraíba",Remoto,Pleno,4 anos de experiência,CLT,116.773,"Inclui bônus, PLR, stock options e comissões",108.773,8.000,Funcionário em março de 2025,Não informado,Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,9.731
Engenheiro de Dados,Falconi,7.800,"São Paulo, São Paulo",Remoto,Sênior,6 anos de experiência,CLT,103.974,"Inclui bônus, PLR, stock options e comissões",103.974,Não informado,Funcionário em março de 2025,Não informado,Vale Alimentação | Plano de Saúde | Home Office | Gympass ou subsídio para academia,8.665
Engenheiro de Dados,CESAR,5.000,"Recife, Pernambuco",Híbrido,Júnior,1 ano de experiência,CLT,66.650,"Inclui bônus, PLR, stock options e comissões",66.650,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,5.554
Engenheiro de Dados,Reply,8.000,"Belo Horizonte, Minas Gerais",Remoto,Pleno,1.6 anos de experiência,CLT,106.640,"Inclui bônus, PLR, stock options e comissões",106.640,Não informado,Funcionário em março de 2025,Não informado,Plano de saúde | Vale-alimentação | Vale-refeição | PLR | Seguro de vida | Horário flexível | Home office | Gympass,8.887
Engenheiro de Dados,Rox Partner,14.000,São Paulo,Híbrido,Sênior,6 anos de experiência,CLT,186.620,"Inclui bônus, PLR, stock options e comissões",186.620,Não informado,Funcionário em março de 2025,Não informado,Vale Alimentação | Home Office | Horário Flexível | Day off no aniversário,15.552
Engenheiro de Dados,Banco Bradesco,13.500,"Osasco, São Paulo",Híbrido,Sênior,7 anos de experiência,CLT,199.955,"Inclui bônus, PLR, stock options e comissões",179.955,20.000,Funcionário em março de 2025,Marketing Digital,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Gympass ou subsídio para academia | Apoio psicológico | Insalubridade ou periculosidade,16.663
Engenheiro de Dados,NTT Data,7.777,"Uberlandia, Minas Gerais",Remoto,Sênior,10 anos de experiência,CLT,103.669,"Inclui bônus, PLR, stock options e comissões",103.669,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,8.639
Engenheiro de Dados,Banco Safra,9.841,"São Paulo, São Paulo",Híbrido,Sênior,4 anos de experiência,CLT,171.181,"Inclui bônus, PLR, stock options e comissões",131.181,40.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,14.265
Engenheiro de Dados,Petlove,5.500,"São Paulo, São Paulo",Remoto,Júnior,2 anos de experiência,CLT,78.815,"Inclui bônus, PLR, stock options e comissões",73.315,5.500,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,6.568
Data Scientist,Mercado Livre,15.000,São Paulo,Híbrido,Pleno,4 anos de experiência,CLT,214.950,"Inclui bônus, PLR, stock options e comissões",199.950,15.000,Funcionário em setembro de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,17.913
Data Scientist,Nubank,18.600,"Rio de Janeiro, Rio de Janeiro",Remoto,Sênior,7 anos de experiência,CLT,284.538,"Inclui bônus, PLR, stock options e comissões",247.938,18.600,Funcionário em agosto de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Stock Options | Licença paternidade estendida,23.712
Data Scientist,iFood,14.850,"Osasco, São Paulo",Remoto,Sênior,4 anos de experiência,CLT,235.076,"Inclui bônus, PLR, stock options e comissões",197.951,37.125,Funcionário em julho de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,19.590
Data Scientist,Advisia analytics,11.500,"São Paulo, São Paulo",Híbrido,Júnior,2 anos de experiência,PJ,158.000,"Inclui bônus, PLR, stock options e comissões",138.000,20.000,Oferta de emprego recebida em outubro de 2023,Não informado,Plano de Saúde | Plano Odontológico | Horário Flexível | Viagens | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia,13.167
Data Scientist,Banco Mercantil,14.000,"Belo Horizonte, Minas Gerais",Remoto,Especialista,3 anos de experiência,CLT,214.620,"Inclui bônus, PLR, stock options e comissões",186.620,28.000,Oferta de emprego recebida em maio de 2025,Análise Financeira,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,17.885
Data Scientist 2,Uber,25.000,"São Paulo, São Paulo",Híbrido,Especialista,8.5 anos de experiência,CLT,483.250,"Inclui bônus, PLR, stock options e comissões",333.250,50.000,Funcionário em abril de 2025,Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,40.271
Data Scientist,Senior sistemas,13.300,"Blumenau, Santa Catarina",Híbrido,Sênior,10 anos de experiência,CLT,199.905,"Inclui bônus, PLR, stock options e comissões",177.289,19.950,Funcionário em abril de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,16.659
Data Scientist,Hospital Albert Einstein,12.500,"São Paulo, São Paulo",Presencial,Pleno,10 anos de experiência,CLT,186.625,"Inclui bônus, PLR, stock options e comissões",166.625,20.000,Saiu da empresa em 2025 (ex-funcionário),Outra,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,15.552
Data Scientist,Mercado Livre,14.500,"São Paulo, São Paulo",Híbrido,Pleno,3 anos de experiência,CLT,214.285,"Inclui bônus, PLR, stock options e comissões",193.285,21.000,Funcionário em abril de 2025,Análise Financeira,Vale Refeição | Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,17.857
Data Scientist,Thoughtworks,15.060,São Paulo,Remoto,Sênior,5 anos de experiência,CLT,200.750,"Inclui bônus, PLR, stock options e comissões",200.750,Não informado,Funcionário em abril de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,16.729
Data Scientist,Grupo Boticário,13.000,"São Paulo, São Paulo",Remoto,Pleno,7 anos de experiência,CLT,198.290,"Inclui bônus, PLR, stock options e comissões",173.290,25.000,Funcionário em abril de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,16.524
Data Scientist,Banco Santander,12.000,"São Paulo, São Paulo",Híbrido,Sênior,6 anos de experiência,CLT,304.960,"Inclui bônus, PLR, stock options e comissões",159.960,145.000,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office | Participação nos Lucros e Resultados (PLR) | Previdência privada | Gympass ou subsídio para academia | Day off no aniversário,25.413
